CP3wN20	Bifidobacteriaceae
CP3wN21	Bifidobacteriaceae
CP3wN22	Bifidobacteriaceae
CP3wN23	Bifidobacteriaceae
CP3wN24	Bifidobacteriaceae
CP3wO1	Bacteroidaceae
CP3wO2	Bifidobacteriaceae
CP3wO3	Bacteroidaceae
CP3wO4	Bifidobacteriaceae
CP3wO5	Bifidobacteriaceae
CP3wO6	Bifidobacteriaceae
CP3wO7	Bifidobacteriaceae
CP3wO8	Bifidobacteriaceae
CP3wO9	Bacteroidaceae
CP3wO11	Bifidobacteriaceae
CP3wO12	Bacteroidaceae
CP3wO13	Bifidobacteriaceae
CP3wO16	Bifidobacteriaceae
CP3wO19	Ruminococcaceae
CP3wO20	Bifidobacteriaceae
CP3wO21	Bifidobacteriaceae
CP3wO22	Bifidobacteriaceae
CP3wO24	Bifidobacteriaceae
CP3wP1	Bifidobacteriaceae
CP3wP2	Bifidobacteriaceae
CP3wP5	Lachnospiraceae
CP3wP6	Bifidobacteriaceae
CP3wP9	Bifidobacteriaceae
CP3wP10	Bifidobacteriaceae
CP3wP11	Bifidobacteriaceae
CP3wP12	Porphyromonadaceae
CP3wP13	Lachnospiraceae
CP3wP14	Bifidobacteriaceae
CP3wP15	Bacteroidaceae
CP3wP17	Bacteroidaceae
CP3wP18	Bifidobacteriaceae
CP3wP19	Odoribacteraceae
CP3wP20	Bifidobacteriaceae
CP3wP21	Bifidobacteriaceae
CP4wA1	Bifidobacteriaceae
CP4wA3	Bifidobacteriaceae
CP4wA4	Porphyromonadaceae
CP4wA5	Ruminococcaceae
CP4wA7	Bifidobacteriaceae
CP4wA8	Bifidobacteriaceae
CP4wA10	Bacteroidaceae
CP4wA11	Bifidobacteriaceae
CP4wA12	Bifidobacteriaceae
CP4wA13	Bifidobacteriaceae
CP4wA15	Bifidobacteriaceae
CP4wA16	Ruminococcaceae
CP4wA17	Bifidobacteriaceae
CP4wA18	Bifidobacteriaceae
CP4wA19	Coriobacteriaceae
CP4wA20	Bifidobacteriaceae
CP4wA21	Bifidobacteriaceae
CP4wA22	Bifidobacteriaceae
CP4wB1	Bifidobacteriaceae
CP4wB4	Ruminococcaceae
CP4wB6	Bacteroidaceae
CP4wB9	Bifidobacteriaceae
CP4wB10	Bifidobacteriaceae
CP4wB11	Veillonellaceae
CP4wB12	Bifidobacteriaceae
CP4wB13	Bacteroidaceae
CP4wB14	Bifidobacteriaceae
CP4wB15	Lachnospiraceae
CP4wB17	Bifidobacteriaceae
CP4wB18	Bifidobacteriaceae
CP4wB19	Bifidobacteriaceae
CP4wB21	Coriobacteriaceae
CP4wB22	Bifidobacteriaceae
CP4wB23	Bifidobacteriaceae
CP4wB24	Bifidobacteriaceae
CP4wC1	Bifidobacteriaceae
CP4wC2	Bifidobacteriaceae
CP4wC3	Bifidobacteriaceae
CP4wC4	Bifidobacteriaceae
CP4wC5	Bifidobacteriaceae
CP4wC6	Bacteroidaceae
CP4wC7	Bifidobacteriaceae
CP4wC8	Bifidobacteriaceae
CP4wC9	Bifidobacteriaceae
CP4wC10	Ruminococcaceae
CP4wC11	Bifidobacteriaceae
CP4wC12	Bifidobacteriaceae
CP4wC13	Bifidobacteriaceae
CP4wC14	Ruminococcaceae
CP4wC15	Bifidobacteriaceae
CP4wC16	Bacteroidaceae
CP4wC17	Bifidobacteriaceae
CP4wC18	Bifidobacteriaceae
CP4wC20	Bifidobacteriaceae
CP4wC21	Bifidobacteriaceae
CP4wC22	Bifidobacteriaceae
CP4wC23	Lachnospiraceae
CP4wD1	Bifidobacteriaceae
CP4wD2	Bifidobacteriaceae
CP4wD3	Bifidobacteriaceae
CP4wD5	Porphyromonadaceae
CP4wD6	Bacteroidaceae
CP4wD7	Bifidobacteriaceae
CP4wD8	Bacteroidaceae
CP4wD9	Bifidobacteriaceae
CP4wD10	Bifidobacteriaceae
CP4wD11	Bifidobacteriaceae
CP4wD12	Bifidobacteriaceae
CP4wD13	Bifidobacteriaceae
CP4wD14	Bifidobacteriaceae
CP4wD15	Bifidobacteriaceae
CP4wD16	Bifidobacteriaceae
CP4wD17	Bifidobacteriaceae
CP4wD18	Bifidobacteriaceae
CP4wD19	Lachnospiraceae
CP4wD20	Bifidobacteriaceae
CP4wD21	Bifidobacteriaceae
CP4wD22	Bifidobacteriaceae
CP4wE1	Ruminococcaceae
CP4wE3	Bifidobacteriaceae
CP4wE4	Ruminococcaceae
CP4wE5	Bifidobacteriaceae
CP4wE6	Bacteroidaceae
CP4wE7	Bifidobacteriaceae
CP4wE8	Eggerthellaceae
CP4wE9	Coriobacteriaceae
CP4wE10	Bifidobacteriaceae
CP4wE12	Bifidobacteriaceae
CP4wE13	Bifidobacteriaceae
CP4wE15	Ruminococcaceae
CP4wE16	Bifidobacteriaceae
CP4wE17	Bifidobacteriaceae
CP4wE19	Bifidobacteriaceae
CP4wE20	Bifidobacteriaceae
CP4wE21	Bacteroidaceae
CP4wE23	Bacteroidaceae
CP4wE24	Eggerthellaceae
CP4wF1	Bifidobacteriaceae
CP4wF2	Lachnospiraceae
CP4wF3	Bifidobacteriaceae
CP4wF4	Bifidobacteriaceae
CP4wF5	Bifidobacteriaceae
CP4wF6	Bifidobacteriaceae
CP4wF8	Bifidobacteriaceae
CP4wF9	Bifidobacteriaceae
CP4wF10	Lachnospiraceae
CP4wF11	Bifidobacteriaceae
CP4wF12	Bifidobacteriaceae
CP4wF14	Bifidobacteriaceae
CP4wF15	Porphyromonadaceae
CP4wF16	Lachnospiraceae
CP4wF17	Ruminococcaceae
CP4wF18	Bifidobacteriaceae
CP4wF19	Bifidobacteriaceae
CP4wF20	Bifidobacteriaceae
CP4wF21	Bifidobacteriaceae
CP4wF22	Lachnospiraceae
CP4wF24	Bifidobacteriaceae
CP4wG1	Bifidobacteriaceae
CP4wG2	Bifidobacteriaceae
CP4wG3	Lachnospiraceae
CP4wG4	Ruminococcaceae
CP4wG5	Lachnospiraceae
CP4wG6	Lachnospiraceae
CP4wG7	Lachnospiraceae
CP4wG8	Bifidobacteriaceae
CP4wG9	Bifidobacteriaceae
CP4wG10	Bifidobacteriaceae
CP4wG11	Bifidobacteriaceae
CP4wG12	Bifidobacteriaceae
CP4wG13	Lachnospiraceae
CP4wG14	Porphyromonadaceae
CP4wG15	Bifidobacteriaceae
CP4wG16	Ruminococcaceae
CP4wG17	Bifidobacteriaceae
CP4wG18	Bifidobacteriaceae
CP4wG19	Lachnospiraceae
CP4wG20	Bifidobacteriaceae
CP4wG21	Lachnospiraceae
CP4wG22	Bifidobacteriaceae
CP4wG23	Bacteroidaceae
CP4wG24	Bifidobacteriaceae
CP4wH1	Bifidobacteriaceae
CP4wH2	Bifidobacteriaceae
CP4wH3	Lachnospiraceae
CP4wH5	Bifidobacteriaceae
CP4wH7	Bifidobacteriaceae
CP4wH9	Bifidobacteriaceae
CP4wH10	Bifidobacteriaceae
CP4wH11	Lachnospiraceae
CP4wH12	Bifidobacteriaceae
CP4wH13	Bifidobacteriaceae
CP4wH14	Bifidobacteriaceae
CP4wH15	Bifidobacteriaceae
CP4wH16	Bifidobacteriaceae
CP4wH17	Bifidobacteriaceae
CP4wH18	Bifidobacteriaceae
CP4wH19	Ruminococcaceae
CP4wH20	Bifidobacteriaceae
CP4wH21	Bifidobacteriaceae
CP4wH22	Lachnospiraceae
CP4wI1	Bifidobacteriaceae
CP4wI2	Ruminococcaceae
CP4wI3	Bifidobacteriaceae
CP4wI4	Ruminococcaceae
CP4wI5	Lachnospiraceae
CP4wI6	Bifidobacteriaceae
CP4wI8	Bifidobacteriaceae
CP4wI9	Bifidobacteriaceae
CP4wI10	Bifidobacteriaceae
CP4wI11	Bifidobacteriaceae
CP4wI12	Bifidobacteriaceae
CP4wI13	Bifidobacteriaceae
CP4wI14	Bifidobacteriaceae
CP4wI16	Bifidobacteriaceae
CP4wI17	Bifidobacteriaceae
CP4wI18	Bifidobacteriaceae
CP4wI19	Lachnospiraceae
CP4wI20	Bacteroidaceae
CP4wI22	Ruminococcaceae
CP4wI23	Bifidobacteriaceae
CP4wJ1	Bifidobacteriaceae
CP4wJ2	Bifidobacteriaceae
CP4wJ3	Lachnospiraceae
CP4wJ4	Bacteroidaceae
CP4wJ5	Bifidobacteriaceae
CP4wJ6	Bifidobacteriaceae
CP4wJ7	Bacteroidaceae
CP4wJ8	Bacteroidaceae
CP4wJ9	Bifidobacteriaceae
CP4wJ10	Bifidobacteriaceae
CP4wJ11	Bifidobacteriaceae
CP4wJ12	Bacteroidaceae
CP4wJ13	Bifidobacteriaceae
CP4wJ14	Bifidobacteriaceae
CP4wJ15	Bifidobacteriaceae
CP4wJ16	Bacteroidaceae
CP4wJ18	Bifidobacteriaceae
CP4wJ19	Lachnospiraceae
CP4wJ20	Lachnospiraceae
CP4wJ21	Bifidobacteriaceae
CP4wJ22	Bifidobacteriaceae
CP4wK1	Lachnospiraceae
CP4wK2	Bifidobacteriaceae
CP4wK3	Bifidobacteriaceae
CP4wK4	Bifidobacteriaceae
CP4wK6	Lachnospiraceae
CP4wK7	Bifidobacteriaceae
CP4wK8	Bacteroidaceae
CP4wK9	Bacteroidaceae
CP4wK10	Porphyromonadaceae
CP4wK11	Bifidobacteriaceae
CP4wK12	Bifidobacteriaceae
CP4wK13	Lachnospiraceae
CP4wK14	Bifidobacteriaceae
CP4wK15	Bifidobacteriaceae
CP4wK16	Bifidobacteriaceae
CP4wK17	Bifidobacteriaceae
CP4wK18	Bifidobacteriaceae
CP4wK19	Bifidobacteriaceae
CP4wK20	Bifidobacteriaceae
CP4wK21	Enterobacteriaceae
CP4wK22	Bifidobacteriaceae
CP4wL1	Bifidobacteriaceae
CP4wL2	Ruminococcaceae
CP4wL3	Bifidobacteriaceae
CP4wL4	Bifidobacteriaceae
CP4wL5	Bifidobacteriaceae
CP4wL6	Bacteroidaceae
CP4wL7	Bifidobacteriaceae
CP4wL8	Bacteroidaceae
CP4wL9	Bifidobacteriaceae
CP4wL10	Bifidobacteriaceae
CP4wL11	Ruminococcaceae
CP4wL12	Bacteroidaceae
CP4wL13	Bacteroidaceae
CP4wL14	Ruminococcaceae
CP4wL15	Bifidobacteriaceae
CP4wL16	Bifidobacteriaceae
CP4wL17	Bifidobacteriaceae
CP4wL18	Lachnospiraceae
CP4wL19	Lachnospiraceae
CP4wL20	Bifidobacteriaceae
CP4wL21	Bifidobacteriaceae
CP4wL22	Bifidobacteriaceae
CP4wL24	Lachnospiraceae
CP4wM1	Lachnospiraceae
CP4wM2	Bifidobacteriaceae
CP4wM3	Porphyromonadaceae
CP4wM5	Bifidobacteriaceae
CP4wM6	Bifidobacteriaceae
CP4wM7	Bifidobacteriaceae
CP4wM8	Bacteroidaceae
CP4wM9	Bifidobacteriaceae
CP4wM10	Bifidobacteriaceae
CP4wM11	Bifidobacteriaceae
CP4wM12	Bifidobacteriaceae
CP4wM13	Bacteroidaceae
CP4wM14	Bifidobacteriaceae
CP4wM15	Bifidobacteriaceae
CP4wM16	Porphyromonadaceae
CP4wM17	Bifidobacteriaceae
CP4wM18	Ruminococcaceae
CP4wM19	Lachnospiraceae
CP4wM20	Ruminococcaceae
CP4wM21	Bacteroidaceae
CP4wM23	Ruminococcaceae
CP4wM24	Lachnospiraceae
CP4wN1	Bifidobacteriaceae
CP4wN2	Bifidobacteriaceae
CP4wN3	Lachnospiraceae
CP4wN4	Bifidobacteriaceae
CP4wN5	Bifidobacteriaceae
CP4wN6	Bifidobacteriaceae
CP4wN7	Bifidobacteriaceae
CP4wN8	Bifidobacteriaceae
CP4wN9	Bifidobacteriaceae
CP4wN10	Bifidobacteriaceae
CP4wN11	Bacteroidaceae
CP4wN12	Bifidobacteriaceae
CP4wN13	Lachnospiraceae
CP4wN14	Ruminococcaceae
CP4wN15	Bifidobacteriaceae
CP4wN16	Ruminococcaceae
CP4wN17	Bifidobacteriaceae
CP4wN18	Bifidobacteriaceae
CP4wN19	Bifidobacteriaceae
CP4wN20	Porphyromonadaceae
CP4wN21	Bifidobacteriaceae
CP4wN22	Bifidobacteriaceae
CP4wN23	Lachnospiraceae
CP4wN24	Bifidobacteriaceae
CP4wO1	Bifidobacteriaceae
CP4wO2	Bifidobacteriaceae
CP4wO3	Bifidobacteriaceae
CP4wO5	Bifidobacteriaceae
CP4wO7	Ruminococcaceae
CP4wO8	Bifidobacteriaceae
CP4wO9	Bacteroidaceae
CP4wO10	Lachnospiraceae
CP4wO11	Bacteroidaceae
CP4wO12	Bifidobacteriaceae
CP4wO13	Bifidobacteriaceae
CP4wO16	Bifidobacteriaceae
CP4wO17	Ruminococcaceae
CP4wO18	Porphyromonadaceae
CP4wO19	Ruminococcaceae
CP4wO20	Bifidobacteriaceae
CP4wO21	Bifidobacteriaceae
CP4wO22	Bifidobacteriaceae
CP4wO24	Bifidobacteriaceae
CP4wP3	Lachnospiraceae
CP4wP4	Bifidobacteriaceae
CP4wP5	Ruminococcaceae
CP4wP7	Bifidobacteriaceae
CP4wP8	Bifidobacteriaceae
CP4wP9	Comamonadaceae
CP4wP10	Bifidobacteriaceae
CP4wP11	Bifidobacteriaceae
CP4wP12	Porphyromonadaceae
CP4wP13	Lachnospiraceae
CP4wP14	Bifidobacteriaceae
CP4wP15	Bacteroidaceae
CP4wP16	Bacteroidaceae
CP4wP17	Bacteroidaceae
CP4wP18	Bifidobacteriaceae
CP4wP19	Odoribacteraceae
CP4wP24	Porphyromonadaceae
CP5wA2	Bifidobacteriaceae
CP5wA3	Bifidobacteriaceae
CP5wA4	Eggerthellaceae
CP5wA6	Bifidobacteriaceae
CP5wA8	Bifidobacteriaceae
CP5wA12	Bifidobacteriaceae
CP5wA13	Bifidobacteriaceae
CP5wA14	Bifidobacteriaceae
CP5wA15	Bifidobacteriaceae
CP5wA17	Bifidobacteriaceae
CP5wA18	Coriobacteriaceae
CP5wA19	Bifidobacteriaceae
CP5wA20	Eggerthellaceae
CP5wA22	Bifidobacteriaceae
CP5wA23	Bifidobacteriaceae
CP5wB3	Bifidobacteriaceae
CP5wB4	Bifidobacteriaceae
CP5wB6	Bifidobacteriaceae
CP5wB7	Bifidobacteriaceae
CP5wB8	Lachnospiraceae
CP5wB9	Lachnospiraceae
CP5wB10	Bacteroidaceae
CP5wB11	Bifidobacteriaceae
CP5wB12	Bifidobacteriaceae
CP5wB13	Bifidobacteriaceae
CP5wB14	Bifidobacteriaceae
CP5wB19	Bifidobacteriaceae
CP5wB21	Bifidobacteriaceae
CP5wB22	Bifidobacteriaceae
CP5wB23	Bifidobacteriaceae
CP5wC2	Bifidobacteriaceae
CP5wC3	Burkholderiaceae
CP5wC4	Sphingobacteriaceae
CP5wC5	Bifidobacteriaceae
CP5wC7	Bifidobacteriaceae
CP5wC8	Bifidobacteriaceae
CP5wC10	Bifidobacteriaceae
CP5wC16	Bifidobacteriaceae
CP5wC17	Bifidobacteriaceae
CP5wC24	Bifidobacteriaceae
CP5wD1	Bifidobacteriaceae
CP5wD3	Bradyrhizobiaceae
CP5wD4	Bifidobacteriaceae
CP5wD7	Ruminococcaceae
CP5wD9	Bifidobacteriaceae
CP5wD11	Bifidobacteriaceae
CP5wD12	Lachnospiraceae
CP5wD13	Lachnospiraceae
CP5wD14	Lachnospiraceae
CP5wD16	Bifidobacteriaceae
CP5wD17	Porphyromonadaceae
CP5wD18	Bifidobacteriaceae
CP5wD19	Bifidobacteriaceae
CP5wD20	Bifidobacteriaceae
CP5wD21	Bifidobacteriaceae
CP5wD22	Bifidobacteriaceae
CP5wD24	Bifidobacteriaceae
CP5wE3	Lachnospiraceae
CP5wE4	Bifidobacteriaceae
CP5wE5	Bifidobacteriaceae
CP5wE6	Bifidobacteriaceae
CP5wE8	Bifidobacteriaceae
CP5wE9	Lachnospiraceae
CP5wE10	Bifidobacteriaceae
CP5wE11	Bifidobacteriaceae
CP5wE12	Bifidobacteriaceae
CP5wE13	Burkholderiaceae
CP5wE14	Bifidobacteriaceae
CP5wE15	Bifidobacteriaceae
CP5wE16	Bifidobacteriaceae
CP5wE17	Bifidobacteriaceae
CP5wE18	Bifidobacteriaceae
CP5wE19	Lachnospiraceae
CP5wE21	Bacteroidaceae
CP5wE22	Porphyromonadaceae
CP5wF2	Lachnospiraceae
CP5wF3	Bifidobacteriaceae
CP5wF5	Bifidobacteriaceae
CP5wF6	Bifidobacteriaceae
CP5wF8	Bifidobacteriaceae
CP5wF9	Lachnospiraceae
CP5wF10	Lachnospiraceae
CP5wF11	Bifidobacteriaceae
CP5wF12	Bifidobacteriaceae
CP5wF13	Bifidobacteriaceae
CP5wF14	Bifidobacteriaceae
CP5wF15	Bifidobacteriaceae
CP5wF16	Bifidobacteriaceae
CP5wF17	Lachnospiraceae
CP5wF19	Bifidobacteriaceae
CP5wF20	Bifidobacteriaceae
CP5wF21	Bifidobacteriaceae
CP5wF22	Erysipelotrichaceae
CP5wG1	Bifidobacteriaceae
CP5wG2	Bifidobacteriaceae
CP5wG5	Ruminococcaceae
CP5wG6	Bifidobacteriaceae
CP5wG7	Bifidobacteriaceae
CP5wG9	Bacteroidaceae
CP5wG10	Bacteroidaceae
CP5wG11	Bifidobacteriaceae
CP5wG12	Lachnospiraceae
CP5wG16	Bifidobacteriaceae
CP5wG17	Bifidobacteriaceae
CP5wG18	Bacteroidaceae
CP5wG21	Bifidobacteriaceae
CP5wG23	Bifidobacteriaceae
CP5wG24	Bifidobacteriaceae
CP5wH1	Bacteroidaceae
CP5wH3	Bifidobacteriaceae
CP5wH4	Bifidobacteriaceae
CP5wH7	Lachnospiraceae
CP5wH9	Bifidobacteriaceae
CP5wH10	Bifidobacteriaceae
CP5wH11	Bifidobacteriaceae
CP5wH12	Bifidobacteriaceae
CP5wH14	Bifidobacteriaceae
CP5wH16	Bifidobacteriaceae
CP5wH17	Lachnospiraceae
CP5wH18	Bacteroidaceae
CP5wH19	Bacteroidaceae
CP5wH20	Bifidobacteriaceae
CP5wH21	Lachnospiraceae
CP5wH22	Bifidobacteriaceae
CP5wH24	Bifidobacteriaceae
CP5wI1	Lachnospiraceae
CP5wI2	Lachnospiraceae
CP5wI3	Bifidobacteriaceae
CP5wI5	Bifidobacteriaceae
CP5wI6	Bifidobacteriaceae
CP5wI7	Bifidobacteriaceae
CP5wI8	Bifidobacteriaceae
CP5wI9	Bifidobacteriaceae
CP5wI10	Bifidobacteriaceae
CP5wI11	Bifidobacteriaceae
CP5wI12	Bifidobacteriaceae
CP5wI13	Bifidobacteriaceae
CP5wI14	Bifidobacteriaceae
CP5wI16	Porphyromonadaceae
CP5wI17	Bifidobacteriaceae
